A0A087WZU1	phosphatidylinositol_phosphatase_ptprq
Q7KZN9	cytochrome_c_oxidase_assembly_protein_cox15_homolog
Q7L0Q8	cdc42-like_gtpase_1
Q7L0Q8	gtp-binding_protein-like_1
Q7L0Q8	rho_gtpase-like_protein_arhu
Q7L0Q8	rho-related_gtp-binding_protein_rhou
Q7L0Q8	ryu_gtpase
Q7L0Q8	wnt-1_responsive_cdc42_homolog_1
Q7L1Q6	basic_leucine_zipper_and_w2_domain-containing_protprotein_orf
Q7L1Q6	protein_orf
Q7L2H7	eukaryotic_translation_initiation_factor_3_subunitfetal_lung_protein_b5
Q7L2H7	fetal_lung_protein_b5
Q7L2H7	pci_domain-containing_protein_1
Q7L3B6	hsp90_co-chaperone_cdc37-like_1
Q7L3B6	hsp90-associating_relative_of_cdc37
Q7L576	cytoplasmic_fmr1-interacting_protein_1
Q7L576	p140sra-1
Q7L576	specifically_rac1-associated_protein_1
Q7L804	nrip11
Q7L804	rab11_family-interacting_protein_2
Q7RTP6-1	isoform_1_of_[f-actin]-monooxygenase_mical3
Q7RTP6-1	molecule_interacting_with_casl_protein_3
Q7RTR2	card15-like_protein
Q7RTR2	caterpiller_protein_16.2
Q7RTR2	nacht,_lrr_and_card_domains-containing_protein_3
Q7RTR2	nlr_family_card_domain-containing_protein_3
Q7RTR2	nucleotide-binding_oligomerization_domain_protein_3
Q7RTS1	class_a_basic_helix-loop-helix_protein_15
Q7RTS1	class_b_basic_helix-loop-helix_protein_8
Q7RTS1	muscle,_intestine_and_stomach_expression_1
Q7TSJ6	kinase_phosphorylated_during_mitosis_protein
Q7TSJ6	large_tumor_suppressor_homolog_2
Q7TSJ6	serine/threonine-protein_kinase_kpm
Q7TSJ6	serine/threonine-protein_kinase_lats2
Q7TSY8	shugoshin_2
Q7TSY8	shugoshin-2
Q7TSY8	shugoshin-like_2
Q7Z2K6	endoplasmic_reticulum_metallopeptidase_1
Q7Z2K6	felix-ina
Q7Z2K8	g_protein-regulated_inducer_of_neurite_outgrowth_1
Q7Z2T5	trmt1-like_protein
Q7Z333	amyotrophic_lateral_sclerosis_4_protein
Q7Z333	probable_helicase_senataxin
Q7Z333	sen1_homolog
Q7Z333	senataxin
Q7Z3B3	kat8_regulatory_nsl_complex_subunit_1
Q7Z3B3	mll1/mll_complex_subunit_kansl1
Q7Z3B3	msl1_homolog_1
Q7Z3B3	non-specific_lethal_1_homolog
Q7Z3B3	nsl_complex_protein_nsl1
Q7Z3K3-2	isoform_2_of_pogo_transposable_element_with_znf_dosuppressor_of_hairy_wing_homolog_5
Q7Z3K3-2	suppressor_of_hairy_wing_homolog_5
Q7Z3K3-2	zinc_finger_protein_280e
Q7Z3K3-2	zinc_finger_protein_635
Q7Z3K3-5	isoform_5_of_pogo_transposable_element_with_znf_dosuppressor_of_hairy_wing_homolog_5
Q7Z3K3-5	suppressor_of_hairy_wing_homolog_5
Q7Z3K3-5	zinc_finger_protein_280e
Q7Z3K3-5	zinc_finger_protein_635
Q7Z434	card_adapter_inducing_interferon_beta
Q7Z434	interferon_beta_promoter_stimulator_protein_1
Q7Z434	mitochondrial_antiviral-signaling_protein
Q7Z434	putative_nf-kappa-b-activating_protein_031n
Q7Z434	virus-induced-signaling_adapter
Q7Z434-1	card_adapter_inducing_interferon_beta
Q7Z434-1	interferon_beta_promoter_stimulator_protein_1
Q7Z434-1	isoform_1_of_mitochondrial_antiviral-signaling_procard_adapter_inducing_interferon_beta
Q7Z434-1	putative_nf-kappa-b-activating_protein_031n
Q7Z434-1	virus-induced-signaling_adapter
Q7Z460	clip-associating_protein_1
Q7Z460	cytoplasmic_linker-associated_protein_1
Q7Z460	multiple_asters_homolog_1
Q7Z460	protein_orbit_homolog_1
Q7Z4H7	haus_augmin-like_complex_subunit_6
Q7Z4Q2	heat_repeat-containing_protein_3
Q7Z4S6	kinesin-like_protein_kif2
Q7Z4S6	kinesin-like_protein_kif21a
Q7Z4S6	renal_carcinoma_antigen_ny-ren-62
Q7Z4W1	carbonyl_reductase_ii
Q7Z4W1	dicarbonyl/l-xylulose_reductase
Q7Z4W1	kidney_dicarbonyl_reductase
Q7Z4W1	l-xylulose_reductase
Q7Z4W1	short_chain_dehydrogenase/reductase_family_20c_memsperm_surface_protein_p34h
Q7Z4W1	sperm_surface_protein_p34h
Q7Z5G4	golgi_complex-associated_protein_of_16_kda
Q7Z5G4	golgin_subfamily_a_member_7
Q7Z5H3-2	isoform_2_of_rho_gtpase-activating_protein_22
Q7Z5H3-2	rho-type_gtpase-activating_protein_22
Q7Z5L2	coiled-coil_domain-containing_protein_r3hcc1l
Q7Z5L2	growth_inhibition_and_differentiation-related_protputative_mitochondrial_space_protein_32.1
Q7Z5L2	putative_mitochondrial_space_protein_32.1
Q7Z5L2	r3h_and_coiled-coil_domain-containing_protein_1-like
Q7Z695	uncharacterized_aarf_domain-containing_protein_kinase_2
Q7Z6E9-2	isoform_2_of_e3_ubiquitin-protein_ligase_rbbp6
Q7Z6E9-2	p53-associated_cellular_protein_of_testis
Q7Z6E9-2	proliferation_potential-related_protein
Q7Z6E9-2	protein_p2p-r
Q7Z6E9-2	retinoblastoma-binding_protein_6
Q7Z6E9-2	retinoblastoma-binding_q_protein_1
Q7Z6E9-2	ring-type_e3_ubiquitin_transferase_rbbp6
Q7Z6G8	amyloid-beta_protein_intracellular_domain-associate2a-pbx1-associated_protein
Q7Z6G8	ankyrin_repeat_and_sterile_alpha_motif_domain-contamyloid-beta_protein_intracellular_domain-associate2a-pbx1-associated_protein
Q7Z6G8	e2a-pbx1-associated_protein
Q7Z6M3	allergin-1
Q7Z6M3	allergy_inhibitory_receptor_1
Q7Z6M3	mast_cell_antigen_32
Q7Z6M3	mast_cell_immunoglobulin-like_receptor_1
Q7Z6Z7	arf-binding_protein_1
Q7Z6Z7	e3_ubiquitin-protein_ligase_huwe1
Q7Z6Z7	hect,_uba_and_wwe_domain-containing_protein_1
Q7Z6Z7	hect-type_e3_ubiquitin_transferase_huwe1
Q7Z6Z7	homologous_to_e6ap_carboxyl_terminus_homologous_prlarge_structure_of_ureb1
Q7Z6Z7	large_structure_of_ureb1
Q7Z6Z7	mcl-1_ubiquitin_ligase_e3
Q7Z6Z7	upstream_regulatory_element-binding_protein_1
Q7Z736-2	isoform_2_of_pleckstrin_homology_domain-containing_family_h_member_3
Q80UG5	septin-9
Q80UG5	sl3-3_integration_site_1_protein
Q80X90	abp-280-like_protein
Q80X90	actin-binding-like_protein
Q80X90	beta-filamin
Q80X90	filamin-b
Q80YF9	rho_gtpase-activating_protein_33
Q80YF9	rho-type_gtpase-activating_protein_33
Q80YF9	sorting_nexin-26
Q80YF9	tc10/cdc42_gtpase-activating_protein
Q810M5	palmitoyltransferase_zdhhc19
Q810M5	zinc_finger_dhhc_domain-containing_protein_19
Q86SQ7	antigen_ny-co-8
Q86SQ7	centrosomal_colon_cancer_autoantigen_protein
Q86SQ7	serologically_defined_colon_cancer_antigen_8
Q86T03-2	isoform_2_of_type_1_phosphatidylinositol_4,5-bisphptdins-4,5-p2_4-ptase_i
Q86T03-2	ptdins-4,5-p2_4-ptase_i
Q86T03-2	transmembrane_protein_55b
Q86T24	transcriptional_regulator_kaiso
Q86T24	zinc_finger_and_btb_domain-containing_protein_33
Q86TG7	embryonal_carcinoma_differentiation-regulated_protmammalian_retrotransposon-derived_protein_2
Q86TG7	mammalian_retrotransposon-derived_protein_2
Q86TG7	myelin_expression_factor_3-like_protein_1
Q86TG7	paternally_expressed_gene_10_protein
Q86TG7	retrotransposon_gag_domain-containing_protein_3
Q86TG7	retrotransposon-derived_gag-like_polyprotein
Q86TG7	retrotransposon-derived_protein_peg10
Q86TG7	ty3/gypsy-like_protein
Q86TR8	full-length_cdna_5-prime_end_of_clone_cs0df001yb10_of_fetal_brain_of_homo_sapiens_(human)
Q86TW2	aarf_domain-containing_protein_kinase_1
Q86U42	nuclear_poly(a)-binding_protein_1
Q86U42	poly(a)-binding_protein_ii
Q86U42	polyadenylate-binding_nuclear_protein_1
Q86U42	polyadenylate-binding_protein_2
Q86U44	methyltransferase-like_protein_3
Q86U44	n6-adenosine-methyltransferase_70_kda_subunit
Q86U44	n6-adenosine-methyltransferase_catalytic_subunit
Q86UE8	hshpk
Q86UE8	pku-alpha
Q86UE8	serine/threonine-protein_kinase_tousled-like_2
Q86UE8	tousled-like_kinase_2
Q86UF1	penumbra
Q86UF1	proerythroblast_new_membrane
Q86UF1	tetraspanin-33
Q86UK5	ellis-van_creveld_syndrome_protein_2
Q86UK5	limbin
Q86VH2	kinesin-like_protein_kif27
Q86VN1	ell-associated_protein_of_45_kda
Q86VN1	escrt-ii_complex_subunit_vps36
Q86VN1	vacuolar_protein-sorting-associated_protein_36
Q86VP1	tax1-binding_protein_1
Q86VP1	traf6-binding_protein
Q86VP1-2	isoform_2_of_tax1-binding_protein_1
Q86VP1-2	traf6-binding_protein
Q86VP6	cullin-associated_and_neddylation-dissociated_prottbp-interacting_protein_of_120_kda_a
Q86VP6	cullin-associated_nedd8-dissociated_protein_1
Q86VP6	p120_cand1
Q86VP6	tbp-interacting_protein_of_120_kda_a
Q86VQ0	leber_congenital_amaurosis_5_protein
Q86VQ0	lebercilin
Q86W56	poly(adp-ribose)_glycohydrolase
Q86WB0	nuclear-interacting_partner_of_alk
Q86WB0	nuclear-interacting_partner_of_anaplastic_lymphomazinc_finger_c3hc-type_protein_1
Q86WB0	zinc_finger_c3hc-type_protein_1
Q86WJ1	amplified_in_liver_cancer_protein_1
Q86WJ1	chromodomain-helicase-dna-binding_protein_1-like
Q86WV6	endoplasmic_reticulum_interferon_stimulator
Q86WV6	mediator_of_irf3_activation
Q86WV6	stimulator_of_interferon_genes_protein
Q86WV6	transmembrane_protein_173
Q86X29	lipolysis-stimulated_lipoprotein_receptor
Q86X45	leucine-rich_repeat-containing_protein_6
Q86X45	leucine-rich_testis-specific_protein
Q86X45	protein_tilb_homolog
Q86X45	testis-specific_leucine-rich_repeat_protein
Q86X55	coactivator-associated_arginine_methyltransferase_protein_arginine_n-methyltransferase_4
Q86X55	histone-arginine_methyltransferase_carm1
Q86X55	protein_arginine_n-methyltransferase_4
Q86XK7	cell_surface_a33_antigen
Q86XK7	glycoprotein_a34
Q86XK7	v-set_and_immunoglobulin_domain-containing_proteincell_surface_a33_antigen
Q86XL3	ankyrin_repeat_and_lem_domain-containing_protein_2lem_domain-containing_protein_4
Q86XL3	lem_domain-containing_protein_4
Q86XP3	atp-dependent_rna_helicase_ddx42
Q86XP3	dead_box_protein_42
Q86XP3	rna_helicase-like_protein
Q86XP3	rna_helicase-related_protein
Q86XP3	sf3b_dead_box_protein
Q86XP3	splicing_factor_3b-associated_125_kda_protein
Q86XR7	putative_nf-kappa-b-activating_protein_502
Q86XR7	tir_domain-containing_adapter_molecule_2
Q86XR7	toll/interleukin-1_receptor_domain-containing_protein
Q86XR7	toll-like_receptor_adaptor_protein_3
Q86XR7	trif-related_adapter_molecule
Q86XS8	e3_ubiquitin-protein_ligase_rnf130
Q86XS8	goliath_homolog
Q86XS8	ring_finger_protein_130
Q86XS8	ring-type_e3_ubiquitin_transferase_rnf130
Q86XT2	escrt-i_complex_subunit_vps37d
Q86XT2	vacuolar_protein_sorting-associated_protein_37d
Q86XT2	williams-beuren_syndrome_chromosomal_region_24_protein
Q86Y07	serine/threonine-protein_kinase_vrk2
Q86Y07	vaccinia-related_kinase_2
Q86YM7	homer_protein_homolog_1
Q86YP4	gata_zinc_finger_domain-containing_protein_2a
Q86YP4	transcriptional_repressor_p66-alpha
Q86YV5	inactive_tyrosine-protein_kinase_prag1
Q86YV5	peak1-related_kinase-activating_pseudokinase_1
Q86YV5	pragmin
Q86YV5	sugen_kinase_223
Q86YW9	mediator_complex_subunit_12-like_protein
Q86YW9	mediator_of_rna_polymerase_ii_transcription_subunimediator_complex_subunit_12-like_protein
Q86YW9	thyroid_hormone_receptor-associated-like_protein
Q86YW9	trinucleotide_repeat-containing_gene_11_protein-like
Q86Z02	homeodomain-interacting_protein_kinase_1
Q86Z02	nuclear_body-associated_kinase_2
Q8AZK7	epstein-barr_nuclear_antigen_5
Q8AZK7	epstein-barr_nuclear_antigen_leader_protein
Q8BGW0	grb2-associating_protein
Q8BGW0	protein_themis
Q8BGW0	protein_thylex
Q8BGW0	thymocyte-expressed_molecule_involved_in_selection
Q8BGZ4	anaphase-promoting_complex_subunit_8
Q8BGZ4	cell_division_cycle_protein_23_homolog
Q8BGZ4	cyclosome_subunit_8
Q8BK63-2	ck1
Q8BK63-2	isoform_2_of_casein_kinase_i_isoform_alpha
Q8BN58-3	isoform_3_of_rho_gtpase-activating_protein_28
Q8BN58-3	rho-type_gtpase-activating_protein_28
Q8BQ46	taf15_rna_polymerase_ii,_tata_box_binding_protein_tata-box-binding_protein-associated_factor_15
Q8BQ46	tata-box-binding_protein-associated_factor_15
Q8C0E5	sefir_domain-containing_protein
Q8CF89	mitogen-activated_protein_kinase_kinase_kinase_7-itgf-beta-activated_kinase_1-binding_protein_1
Q8CF89	tgf-beta-activated_kinase_1_and_map3k7-binding_promitogen-activated_protein_kinase_kinase_kinase_7-itgf-beta-activated_kinase_1-binding_protein_1
Q8CF89	tgf-beta-activated_kinase_1-binding_protein_1
Q8CFN5	myocyte_enhancer_factor_2c
Q8CFN5	myocyte-specific_enhancer_factor_2c
Q8IU60-1	isoform_1_of_m7gpppn-mrna_hydrolase
Q8IU60-1	mrna-decapping_enzyme_2
Q8IU60-1	nucleoside_diphosphate-linked_moiety_x_motif_20
Q8IU60-2	isoform_2_of_m7gpppn-mrna_hydrolase
Q8IU60-2	mrna-decapping_enzyme_2
Q8IU60-2	nucleoside_diphosphate-linked_moiety_x_motif_20
Q8IUC4	76_kda_rhob_effector_protein
Q8IUC4	gtp-rho-binding_protein_2
Q8IUC4	p76rbe
Q8IUC4	rhophilin-2
Q8IUC6	proline-rich,_vinculin_and_tir_domain-containing_pputative_nf-kappa-b-activating_protein_502h
Q8IUC6	putative_nf-kappa-b-activating_protein_502h
Q8IUC6	tir_domain-containing_adapter_molecule_1
Q8IUC6	toll-interleukin-1_receptor_domain-containing_adapter_protein_inducing_interferon_beta
Q8IUH3	developmentally-regulated_rna-binding_protein_1
Q8IUH3	rna-binding_motif_protein_45
Q8IUH3	rna-binding_protein_45
Q8IUH4	huntingtin-interacting_protein_14-related_protein
Q8IUH4	huntingtin-interacting_protein_hip3rp
Q8IUH4	palmitoyltransferase_zdhhc13
Q8IUH4	putative_mapk-activating_protein_pm03
Q8IUH4	putative_nf-kappa-b-activating_protein_209
Q8IUH4	zinc_finger_dhhc_domain-containing_protein_13
Q8IUW3	spermatogenesis-associated_protein_2-like_protein
Q8IV50	lysm_and_putative_peptidoglycan-binding_domain-containing_protein_2
Q8IVH2	fork_head-related_protein-like_a
Q8IVH2	forkhead_box_protein_p4
Q8IVH8	germinal_center_kinase-related_protein_kinase
Q8IVH8	mapk/erk_kinase_kinase_kinase_3
Q8IVH8	mitogen-activated_protein_kinase_kinase_kinase_kingerminal_center_kinase-related_protein_kinase
Q8IVH8-2	germinal_center_kinase-related_protein_kinase
Q8IVH8-2	isoform_2_of_mitogen-activated_protein_kinase_kinagerminal_center_kinase-related_protein_kinase
Q8IVH8-2	mapk/erk_kinase_kinase_kinase_3
Q8IVH8-3	germinal_center_kinase-related_protein_kinase
Q8IVH8-3	isoform_3_of_mitogen-activated_protein_kinase_kinagerminal_center_kinase-related_protein_kinase
Q8IVH8-3	mapk/erk_kinase_kinase_kinase_3
Q8IVL0	neuron_navigator_3
Q8IVL0	pore_membrane_and/or_filament-interacting-like_prosteerin-3
Q8IVL0	steerin-3
Q8IVL0	unc-53_homolog_3
Q8IVT2	mitotic_interactor_and_substrate_of_plk1
Q8IVT2	mitotic_spindle_positioning_protein
Q8IVT5	kinase_suppressor_of_ras_1
Q8IWF6	denn_domain-containing_protein_6a
Q8IWF6	protein_dennd6a
Q8IWL3	dnaj_homolog_subfamily_c_member_20
Q8IWL3	iron-sulfur_cluster_co-chaperone_protein_hscb
Q8IWL3	iron-sulfur_cluster_co-chaperone_protein_hscb,_cytiron-sulfur_cluster_co-chaperone_protein_hscb,_mitochondrial
Q8IWL3	iron-sulfur_cluster_co-chaperone_protein_hscb,_mitochondrial
Q8IWT3-3	isoform_2_of_cullin-9
Q8IWT3-3	p53-associated_parkin-like_cytoplasmic_protein
Q8IWT3-3	ubch7-associated_protein_1
Q8IWV7	e3_ubiquitin-protein_ligase_ubr1
Q8IWV7	n-recognin-1
Q8IWV7	ring-type_e3_ubiquitin_transferase_ubr1
Q8IWV7	ubiquitin-protein_ligase_e3-alpha-1
Q8IWV7	ubiquitin-protein_ligase_e3-alpha-i
Q8IWX8	calcium_homeostasis_endoplasmic_reticulum_protein
Q8IWX8	erprot_213-21
Q8IWX8	sr-related_ctd-associated_factor_6
Q8IX04	ev_and_lactate/malate_dehydrogenase_domain-containing_protein
Q8IX04	ubiquitin-conjugating_enzyme_e2_variant_3
Q8IXJ6	nad-dependent_protein_deacetylase_sirtuin-2
Q8IXJ6	regulatory_protein_sir2_homolog_2
Q8IXJ6	sir2-like_protein_2
Q8IXJ6-2	isoform_2_of_nad-dependent_protein_deacetylase_sirregulatory_protein_sir2_homolog_2
Q8IXJ6-2	regulatory_protein_sir2_homolog_2
Q8IXJ6-2	sir2-like_protein_2
Q8IXQ5	kelch-like_protein_7
Q8IXS6	paralemmin-2
Q8IY17-2	isoform_2_of_patatin-like_phospholipase_domain-conneuropathy_target_esterase
Q8IY17-2	neuropathy_target_esterase
Q8IY67	protein_raver-1
Q8IY67	ribonucleoprotein_ptb-binding_1
Q8IY81	pre-rrna_2'-o-ribose_rna_methyltransferase_ftsj3
Q8IY81	protein_ftsj_homolog_3
Q8IY81	putative_rrna_methyltransferase_3
Q8IY95-2	isoform_2_of_transmembrane_protein_192
Q8IYB3	ser/arg-related_nuclear_matrix_protein
Q8IYB3	serine/arginine_repetitive_matrix_protein_1
Q8IYB3	sr-related_nuclear_matrix_protein_of_160_kda
Q8IZ21	phosphatase_and_actin_regulator_4
Q8IZ29	tubulin_beta_chain
Q8IZA0-2	adeno-associated_virus_receptor
Q8IZA0-2	isoform_2_of_dyslexia-associated_protein_kiaa0319-adeno-associated_virus_receptor
Q8IZD9	dedicator_of_cytokinesis_protein_3
Q8IZD9	modifier_of_cell_adhesion
Q8IZD9	presenilin-binding_protein
Q8IZE3	ezrin-binding_protein_pace-1
Q8IZE3	protein-associating_with_the_carboxyl-terminal_domezrin-binding_protein_pace-1
Q8IZE3	scy1-like_protein_3
Q8IZP0	abelson_interactor_1
Q8IZP0	abl_interactor_1
Q8IZP0	abl-binding_protein_4
Q8IZP0	e3b1
Q8IZP0	eps8_sh3_domain-binding_protein
Q8IZP0	nap1-binding_protein
Q8IZP0	spectrin_sh3_domain-binding_protein_1
Q8JPQ9	non-structural_protein_ns-s
Q8K352	sam_and_sh3_domain-containing_protein_3
Q8K352	sh3_protein_expressed_in_lymphocytes
Q8N0X7	spartin
Q8N0X7	spastic_paraplegia_20_protein
Q8N0X7	trans-activated_by_hepatitis_c_virus_core_protein_1
Q8N0Z3	coiled-coil_domain-containing_protein_52
Q8N0Z3	spindle_and_centriole-associated_protein
Q8N0Z3	spindle_and_centriole-associated_protein_1
Q8N122	p150_target_of_rapamycin_(tor)-scaffold_protein
Q8N122	regulatory-associated_protein_of_mtor
Q8N163	cell_cycle_and_apoptosis_regulator_protein_2
Q8N163	cell_division_cycle_and_apoptosis_regulator_proteidbird_complex_subunit_kiaa1967
Q8N163	dbird_complex_subunit_kiaa1967
Q8N163	deleted_in_breast_cancer_gene_1_protein
Q8N163	net35
Q8N163	p30_dbc
Q8N1F7	93_kda_nucleoporin
Q8N1F7	nuclear_pore_complex_protein_nup93
Q8N1F7	nucleoporin_nup93
Q8N1I0	dedicator_of_cytokinesis_protein_4
Q8N1I0-3	isoform_3_of_dedicator_of_cytokinesis_protein_4
Q8N1K5	protein_themis
Q8N1K5	thymocyte-expressed_molecule_involved_in_selection
Q8N1K5-1	isoform_1_of_protein_themis
Q8N1K5-1	thymocyte-expressed_molecule_involved_in_selection
Q8N1K5-2	isoform_2_of_protein_themis
Q8N1K5-2	thymocyte-expressed_molecule_involved_in_selection
Q8N201	integrator_complex_subunit_1
Q8N274	cdna_flj33834_fis,_clone_ctong2004264,_moderately_similar_to_neuroblast_differentiation_associated_protein_ahnak
Q8N2G8-2	isoform_2_of_gh3_domain-containing_protein
Q8N2H9	e3_ubiquitin-protein_ligase_pellino_homolog_3
Q8N2H9	ring-type_e3_ubiquitin_transferase_pellino_homolog_3
Q8N2H9-1	isoform_1_of_e3_ubiquitin-protein_ligase_pellino_hring-type_e3_ubiquitin_transferase_pellino_homolog_3
Q8N2H9-1	ring-type_e3_ubiquitin_transferase_pellino_homolog_3
Q8N2H9-2	isoform_2_of_e3_ubiquitin-protein_ligase_pellino_hring-type_e3_ubiquitin_transferase_pellino_homolog_3
Q8N2H9-2	ring-type_e3_ubiquitin_transferase_pellino_homolog_3
Q8N3U4	cohesin_subunit_sa-2
Q8N3U4	scc3_homolog_2
Q8N3U4	stromal_antigen_2
Q8N3U4-2	isoform_2_of_cohesin_subunit_sa-2
Q8N3U4-2	scc3_homolog_2
Q8N3U4-2	stromal_antigen_2
Q8N3V7	synaptopodin
Q8N4V1	er_membrane_protein_complex_subunit_5
Q8N4V1	membrane_magnesium_transporter_1
Q8N4V1	transmembrane_protein_32
Q8N5B7	ceramide_synthase_5
Q8N5B7	lag1_longevity_assurance_homolog_5
Q8N5B7	sphingosine_n-acyltransferase_cers5
Q8N5C8	mitogen-activated_protein_kinase_kinase_kinase_7-inf-kappa-b-activating_protein_1
Q8N5C8	nf-kappa-b-activating_protein_1
Q8N5C8	tak1-binding_protein_3
Q8N5C8	tgf-beta-activated_kinase_1_and_map3k7-binding_promitogen-activated_protein_kinase_kinase_kinase_7-inf-kappa-b-activating_protein_1
Q8N5C8	tgf-beta-activated_kinase_1-binding_protein_3
Q8N5H6	yeats2_protein
Q8N5H7	cas/hef1-associated_signal_transducer
Q8N5H7	novel_sh2-containing_protein_3
Q8N5H7	sh2_domain-containing_eph_receptor-binding_protein_1
Q8N5H7	sh2_domain-containing_protein_3c
Q8N5I2	alpha-arrestin_1
Q8N5I2	arrestin_domain-containing_protein_1
Q8N5S1	solute_carrier_family_25_member_41
Q8N5W9	refilin-b
Q8N5W9	regulator_of_filamin_protein_b
Q8N684	cleavage_and_polyadenylation_specificity_factor_59cleavage_factor_im_complex_59_kda_subunit
Q8N684	cleavage_and_polyadenylation_specificity_factor_sucleavage_and_polyadenylation_specificity_factor_59cleavage_factor_im_complex_59_kda_subunit
Q8N684	cleavage_factor_im_complex_59_kda_subunit
Q8N684	pre-mrna_cleavage_factor_im_59_kda_subunit
Q8N6Q3	cd177_antigen
Q8N6Q3	human_neutrophil_alloantigen_2a
Q8N6Q3	nb1_glycoprotein
Q8N6Q3	polycythemia_rubra_vera_protein_1
Q8N6T3	adp-ribosylation_factor_1_gtpase-activating_proteiarf1-directed_gtpase-activating_protein
Q8N6T3	adp-ribosylation_factor_gtpase-activating_protein_adp-ribosylation_factor_1_gtpase-activating_proteiarf1-directed_gtpase-activating_protein
Q8N6T3	arf1-directed_gtpase-activating_protein
Q8N715	coiled-coil_domain-containing_protein_185
Q8N7G1	inosine-guanosine_phosphorylase
Q8N7G1	purine_nucleoside_phosphorylase
Q8N7N6	cdna_fis,_clone_trach2006870,moderately_similar_to_homo_sapiens_adaptor_protein_ciks_mrna
Q8N7N6	traf3-interacting_protein_2
Q8N878	ferm_domain-containing_protein_1
Q8N8M9	cdna_flj39190_fis,_clone_ocbbf2004647,_highly_similar_to_arfaptin_1
Q8N8S7	protein_enabled_homolog
Q8N9I0	synaptotagmin_ii
Q8N9I0	synaptotagmin-2
Q8NB78	flavin-containing_amine_oxidase_domain-containing_lysine-specific_histone_demethylase_2
Q8NB78	lysine-specific_histone_demethylase_1b
Q8NB78	lysine-specific_histone_demethylase_2
Q8NB90	atpase_family_protein_2_homolog
Q8NB90	spermatogenesis-associated_factor_protein
Q8NB90	spermatogenesis-associated_protein_5
Q8NC67	brain-specific_transmembrane_protein_containing_2_cub_and_1_ldl-receptor_class_a_domains_protein_2
Q8NC67	neuropilin_and_tolloid-like_protein_2
Q8NC69	btb/poz_domain-containing_protein_kctd6
Q8NC69	kcash3_protein
Q8NC69	potassium_channel_tetramerization_domain-containing_protein_6
Q8NCE2	hcv_ns5a-transactivated_protein_4_splice_variant_ahjumpy
Q8NCE2	hjumpy
Q8NCE2	myotubularin-related_protein_14
Q8NCG7-2	isoform_2_of_sn1-specific_diacylglycerol_lipase_bekccr13l
Q8NCG7-2	kccr13l
Q8NCN2	zinc_finger_and_btb_domain-containing_protein_34
Q8NDI1	eh_domain-binding_protein_1
Q8NDL9-2	atp/gtp-binding_protein-like_5
Q8NDL9-2	isoform_2_of_cytosolic_carboxypeptidase-like_proteatp/gtp-binding_protein-like_5
Q8NDV7	cag_repeat_protein_26
Q8NDV7	emsy_interactor_protein
Q8NDV7	glycine-tryptophan_protein_of_182_kda
